,Input,BBoutput,MidasOutput,SurfacePlane,SurfaceCoordinates
732,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_73.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_73.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_73.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_73_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_73.npy
733,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_35.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_35.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_35.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_35_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_35.npy
734,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_74.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_74.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_74.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_74_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_74.npy
735,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_60.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_60.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_60.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_60_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_60.npy
736,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_16.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_16.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_16.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_16_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_16.npy
737,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_70.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_70.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_70.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_70_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_70.npy
738,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_11.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_11.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_11.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_11_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_11.npy
739,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_59.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_59.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_59.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_59_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_59.npy
740,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_41.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_41.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_41.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_41_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_41.npy
741,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_71.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_71.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_71.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_71_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_71.npy
742,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_37.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_37.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_37.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_37_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_37.npy
743,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_25.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_25.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_25.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_25_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_25.npy
744,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_91.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_91.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_91.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_91_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_91.npy
745,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_52.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_52.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_52.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_52_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_52.npy
746,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_81.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_81.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_81.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_81_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_81.npy
747,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_69.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_69.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_69.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_69_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_69.npy
748,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_13.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_13.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_13.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_13_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_13.npy
749,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_42.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_42.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_42.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_42_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_42.npy
750,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_36.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_36.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_36.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_36_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_36.npy
751,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_92.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_92.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_92.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_92_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_92.npy
752,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_28.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_28.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_28.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_28_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_28.npy
753,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_24.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_24.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_24.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_24_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_24.npy
754,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_33.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_33.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_33.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_33_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_33.npy
755,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_7.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_7.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_7.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_7_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_7.npy
756,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_78.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_78.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_78.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_78_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_78.npy
757,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_75.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_75.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_75.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_75_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_75.npy
758,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_38.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_38.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_38.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_38_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_38.npy
759,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_49.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_49.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_49.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_49_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_49.npy
760,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_86.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_86.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_86.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_86_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_86.npy
761,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_20.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_20.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_20.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_20_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_20.npy
762,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_40.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_40.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_40.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_40_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_40.npy
763,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_76.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_76.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_76.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_76_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_76.npy
764,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_21.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_21.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_21.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_21_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_21.npy
765,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_88.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_88.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_88.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_88_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_88.npy
766,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_67.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_67.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_67.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_67_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_67.npy
767,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_58.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_58.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_58.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_58_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_58.npy
768,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_45.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_45.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_45.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_45_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_45.npy
769,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_31.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_31.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_31.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_31_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_31.npy
770,data/datasets/capstone_dataset/inputs/ppe_input_images/Bimg_66.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Bimg_66.txt,data/datasets/capstone_dataset/ground_truth/Midas/Bimg_66.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_66_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Bimg_66.npy
771,data/datasets/capstone_dataset/inputs/ppe_input_images/SImage_12.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/SImage_12.txt,data/datasets/capstone_dataset/ground_truth/Midas/SImage_12.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_12_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_12.npy
772,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_001.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_001.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_001.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_001_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_001.npy
773,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_002.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_002.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_002.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_002_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_002.npy
774,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_003.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_003.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_003.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_003_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_003.npy
775,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_004.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_004.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_004.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_004_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_004.npy
776,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_005.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_005.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_005.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_005_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_005.npy
777,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_006.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_006.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_006.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_006_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_006.npy
778,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_007.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_007.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_007.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_007_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_007.npy
779,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_008.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_008.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_008.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_008_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_008.npy
780,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_009.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_009.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_009.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_009_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_009.npy
781,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_010.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_010.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_010.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_010_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_010.npy
782,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_012.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_012.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_012.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_012_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_012.npy
783,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_014.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_014.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_014.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_014_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_014.npy
784,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_016.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_016.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_016.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_016_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_016.npy
785,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_017.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_017.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_017.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_017_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_017.npy
786,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_018.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_018.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_018.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_018_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_018.npy
787,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_019.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_019.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_019.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_019_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_019.npy
788,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_021.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_021.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_021.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_021_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_021.npy
789,data/datasets/capstone_dataset/inputs/ppe_input_images/SImage_97.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/SImage_97.txt,data/datasets/capstone_dataset/ground_truth/Midas/SImage_97.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_97_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_97.npy
790,data/datasets/capstone_dataset/inputs/ppe_input_images/SImage_145.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/SImage_145.txt,data/datasets/capstone_dataset/ground_truth/Midas/SImage_145.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_145_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_145.npy
791,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_022.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_022.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_022.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_022_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_022.npy
792,data/datasets/capstone_dataset/inputs/ppe_input_images/SImage_91.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/SImage_91.txt,data/datasets/capstone_dataset/ground_truth/Midas/SImage_91.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_91_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_91.npy
793,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_023.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_023.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_023.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_023_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_023.npy
794,data/datasets/capstone_dataset/inputs/ppe_input_images/SImage_117.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/SImage_117.txt,data/datasets/capstone_dataset/ground_truth/Midas/SImage_117.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_117_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_117.npy
795,data/datasets/capstone_dataset/inputs/ppe_input_images/SImage_122.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/SImage_122.txt,data/datasets/capstone_dataset/ground_truth/Midas/SImage_122.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_122_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/SImage_122.npy
796,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_024.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_024.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_024.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_024_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_024.npy
797,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_025.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_025.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_025.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_025_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_025.npy
798,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_026.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_026.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_026.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_026_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_026.npy
799,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_027.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_027.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_027.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_027_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_027.npy
800,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_028.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_028.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_028.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_028_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_028.npy
801,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_029.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_029.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_029.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_029_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_029.npy
802,data/datasets/capstone_dataset/inputs/ppe_input_images/Fimg_030.jpg,data/datasets/capstone_dataset/ground_truth/BBoxData/labels/Fimg_030.txt,data/datasets/capstone_dataset/ground_truth/Midas/Fimg_030.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_030_segmentation_final.png,data/datasets/capstone_dataset/ground_truth/SurfacePlanes/Fimg_030.npy
